Artist,Title,Label,Path,choruspath
Katy Perry,Roar,1,Songs/Katy Perry - Roar (Official).mp3,Songs/RepeatedPopularChorus/Katy Perry - Roar (Official).wav
Coldplay,A Sky Full Of Stars,1,Songs/Coldplay - A Sky Full Of Stars (Official Video).mp3,Songs/RepeatedPopularChorus/Coldplay - A Sky Full Of Stars (Official Video).wav
Imagine Dragons,Radioactive,1,Songs/Imagine Dragons - Radioactive.mp3,Songs/RepeatedPopularChorus/Imagine Dragons - Radioactive.wav
Katy Perry,Birthday,1,Songs/Anne-Marie - BIRTHDAY [Official Video].mp3,Songs/RepeatedPopularChorus/Anne-Marie - BIRTHDAY [Official Video].wav
Beyonce,Partition,1,Songs/Beyoncé - Partition (Explicit Video).mp3,Songs/RepeatedPopularChorus/Beyoncé - Partition (Explicit Video).wav
Drake,0 To 100 / The Catch Up,1,Songs/Drake - 0 to 100 _ The Catch Up (Explicit).mp3,Songs/RepeatedPopularChorus/Drake - 0 to 100 _ The Catch Up (Explicit).wav
Justin Timberlake,Mirrors,1,Songs/Justin Timberlake - Mirrors (Official Video).mp3,Songs/RepeatedPopularChorus/Justin Timberlake - Mirrors (Official Video).wav
Bruno Mars,When I Was Your Man,1,Songs/Bruno Mars - When I Was Your Man (Official Music Video).mp3,Songs/RepeatedPopularChorus/Bruno Mars - When I Was Your Man (Official Music Video).wav
Bruno Mars,Locked Out Of Heaven,1,Songs/Bruno Mars - Locked Out Of Heaven (Official Music Video).mp3,Songs/RepeatedPopularChorus/Bruno Mars - Locked Out Of Heaven (Official Music Video).wav
Taylor Swift,I Knew You Were Trouble.,1,Songs/Taylor Swift - I Knew You Were Trouble.mp3,Songs/RepeatedPopularChorus/Taylor Swift - I Knew You Were Trouble.wav
Miley Cyrus,We Can't Stop,1,Songs/Miley Cyrus - We Can't Stop (Official Video).mp3,Songs/RepeatedPopularChorus/Miley Cyrus - We Can't Stop (Official Video).wav
Rihanna,Diamonds,1,Songs/Rihanna - Diamonds.mp3,Songs/RepeatedPopularChorus/Rihanna - Diamonds.wav
Drake,Started From The Bottom,1,Songs/Drake - Started From The Bottom (Explicit).mp3,Songs/RepeatedPopularChorus/Drake - Started From The Bottom (Explicit).wav
Maroon 5,Daylight,1,Songs/Taylor Swift - Daylight (Official Audio).mp3,Songs/RepeatedPopularChorus/Taylor Swift - Daylight (Official Audio).wav
Lady Gaga,Applause,1,Songs/Lady Gaga - Applause (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lady Gaga - Applause (Official Music Video).wav
Maroon 5,One More Night,1,Songs/Maroon 5 - One More Night (Official Music Video).mp3,Songs/RepeatedPopularChorus/Maroon 5 - One More Night (Official Music Video).wav
Imagine Dragons,It's Time,1,Songs/Imagine Dragons - It's Time.mp3,Songs/RepeatedPopularChorus/Imagine Dragons - It's Time.wav
Maroon 5,Love Somebody,1,Songs/Maroon 5 - Love Somebody (Official Music Video).mp3,Songs/RepeatedPopularChorus/Maroon 5 - Love Somebody (Official Music Video).wav
P!nk,Try,1,Songs/P!nk - Try (Official Video).mp3,Songs/RepeatedPopularChorus/P!nk - Try (Official Video).wav
Ke$ha,Die Young,1,Songs/Kesha - Die Young (Lyrics).mp3,Songs/RepeatedPopularChorus/Kesha - Die Young (Lyrics).wav
Eminem,Berzerk,1,Songs/Eminem - Berzerk (Official Music Video) (Explicit).mp3,Songs/RepeatedPopularChorus/Eminem - Berzerk (Official Music Video) (Explicit).wav
Rihanna,Pour It Up,1,Songs/Rihanna - Pour It Up (Explicit).mp3,Songs/RepeatedPopularChorus/Rihanna - Pour It Up (Explicit).wav
Taylor Swift,22,1,Songs/Taylor Swift - 22.mp3,Songs/RepeatedPopularChorus/Taylor Swift - 22.wav
One Direction,Best Song Ever,1,Songs/One Direction - Best Song Ever.mp3,Songs/RepeatedPopularChorus/One Direction - Best Song Ever.wav
Ed Sheeran,The A Team,1,Songs/Ed Sheeran - The A Team [Official Music Video].mp3,Songs/RepeatedPopularChorus/Ed Sheeran - The A Team [Official Music Video].wav
Kendrick Lamar,Swimming Pools (Drank),1,Songs/Kendrick Lamar - Swimming Pools (Drank).mp3,Songs/RepeatedPopularChorus/Kendrick Lamar - Swimming Pools (Drank).wav
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),1,Songs/Ne-Yo - Let Me Love You (Until You Learn To Love Yourself) (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - Let Me Love You (Until You Learn To Love Yourself) (Official Music Video).wav
Nicki Minaj,Starships,1,Songs/Nicki Minaj - Starships (Explicit).mp3,Songs/RepeatedPopularChorus/Nicki Minaj - Starships (Explicit).wav
One Direction,What Makes You Beautiful,1,Songs/One Direction - What Makes You Beautiful (Official Video).mp3,Songs/RepeatedPopularChorus/One Direction - What Makes You Beautiful (Official Video).wav
Adele,Set Fire To The Rain,1,Songs/Adele - Set Fire To The Rain (Live at The Royal Albert Hall).mp3,Songs/RepeatedPopularChorus/Adele - Set Fire To The Rain (Live at The Royal Albert Hall).wav
LMFAO,Sexy And I Know It,1,Songs/LMFAO - Sexy and I Know It (Official Video).mp3,Songs/RepeatedPopularChorus/LMFAO - Sexy and I Know It (Official Video).wav
Katy Perry,Wide Awake,1,Songs/Katy Perry - Wide Awake (Official Video).mp3,Songs/RepeatedPopularChorus/Katy Perry - Wide Awake (Official Video).wav
Rihanna,Where Have You Been,1,Songs/Rihanna - Where Have You Been.mp3,Songs/RepeatedPopularChorus/Rihanna - Where Have You Been.wav
Bruno Mars,It Will Rain,1,Songs/Bruno Mars - It Will Rain (Official Music Video).mp3,Songs/RepeatedPopularChorus/Bruno Mars - It Will Rain (Official Music Video).wav
Justin Bieber,Boyfriend,1,Songs/Justin Bieber - Boyfriend (Official Music Video).mp3,Songs/RepeatedPopularChorus/Justin Bieber - Boyfriend (Official Music Video).wav
Katy Perry,Part Of Me,1,Songs/Katy Perry - Part Of Me (Official).mp3,Songs/RepeatedPopularChorus/Katy Perry - Part Of Me (Official).wav
Taylor Swift,We Are Never Ever Getting Back Together,1,Songs/Taylor Swift - We Are Never Ever Getting Back Together.mp3,Songs/RepeatedPopularChorus/Taylor Swift - We Are Never Ever Getting Back Together.wav
P!nk,Blow Me (One Last Kiss),1,Songs/P!NK - Blow Me (One Last Kiss).mp3,Songs/RepeatedPopularChorus/P!NK - Blow Me (One Last Kiss).wav
Katy Perry,The One That Got Away,1,Songs/Katy Perry - The One That Got Away (Official Music Video).mp3,Songs/RepeatedPopularChorus/Katy Perry - The One That Got Away (Official Music Video).wav
Adele,Someone Like You,1,Songs/Adele - Someone Like You (Official Music Video).mp3,Songs/RepeatedPopularChorus/Adele - Someone Like You (Official Music Video).wav
Chris Brown,Don't Wake Me Up,1,Songs/Chris Brown - Don't Wake Me Up (Official Music Video).mp3,Songs/RepeatedPopularChorus/Chris Brown - Don't Wake Me Up (Official Music Video).wav
Adele,Rumour Has It,1,Songs/Rumour Has It.mp3,Songs/RepeatedPopularChorus/Rumour Has It.wav
Coldplay,Paradise,1,Songs/Coldplay - Paradise (Official Video).mp3,Songs/RepeatedPopularChorus/Coldplay - Paradise (Official Video).wav
Carrie Underwood,Blown Away,1,Songs/Carrie Underwood - Blown Away (Official Video).mp3,Songs/RepeatedPopularChorus/Carrie Underwood - Blown Away (Official Video).wav
Adele,Rolling In The Deep,1,Songs/Adele - Rolling in the Deep (Official Music Video).mp3,Songs/RepeatedPopularChorus/Adele - Rolling in the Deep (Official Music Video).wav
Usher,Climax,1,Songs/Young Thug - Climax (ft. 6LACK) [Official Audio].mp3,Songs/RepeatedPopularChorus/Young Thug - Climax (ft.wav
Nicki Minaj,Pound The Alarm,1,Songs/Nicki Minaj - Pound The Alarm (Explicit).mp3,Songs/RepeatedPopularChorus/Nicki Minaj - Pound The Alarm (Explicit).wav
Chris Brown,Turn Up The Music,1,Songs/Chris Brown - Turn Up the Music.mp3,Songs/RepeatedPopularChorus/Chris Brown - Turn Up the Music.wav
Rihanna,You Da One,1,Songs/Rihanna - You Da One.mp3,Songs/RepeatedPopularChorus/Rihanna - You Da One.wav
Katy Perry,Firework,1,Songs/Katy Perry - Firework (Official Music Video).mp3,Songs/RepeatedPopularChorus/Katy Perry - Firework (Official Music Video).wav
Bruno Mars,Grenade,1,Songs/Bruno Mars - Grenade (Official Music Video).mp3,Songs/RepeatedPopularChorus/Bruno Mars - Grenade (Official Music Video).wav
Nicki Minaj,Super Bass,1,Songs/Nicki Minaj - Super Bass.mp3,Songs/RepeatedPopularChorus/Nicki Minaj - Super Bass.wav
Rihanna,S&M,1,Songs/Rihanna - S&M (Official Music Video).mp3,Songs/RepeatedPopularChorus/Rihanna - S&M (Official Music Video).wav
Katy Perry,Last Friday Night (T.G.I.F.),1,Songs/Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video).mp3,Songs/RepeatedPopularChorus/Katy Perry - Last Friday Night (T.wav
Bruno Mars,Just The Way You Are,1,Songs/Bruno Mars - Just The Way You Are (Official Music Video).mp3,Songs/RepeatedPopularChorus/Bruno Mars - Just The Way You Are (Official Music Video).wav
P!nk,Raise Your Glass,1,Songs/P!nk - Raise Your Glass (Official Video).mp3,Songs/RepeatedPopularChorus/P!nk - Raise Your Glass (Official Video).wav
Lady Gaga,Born This Way,1,Songs/Lady Gaga - Born This Way (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lady Gaga - Born This Way (Official Music Video).wav
P!nk,F**kin' Perfect,1,Songs/P!nk - F_kin' Perfect (Lyric Video).mp3,Songs/RepeatedPopularChorus/P!nk - F_kin' Perfect (Lyric Video).wav
Lil Wayne,How To Love,1,Songs/Lil Wayne - How To Love (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lil Wayne - How To Love (Official Music Video).wav
Bruno Mars,The Lazy Song,1,Songs/Bruno Mars - The Lazy Song (Official Music Video).mp3,Songs/RepeatedPopularChorus/Bruno Mars - The Lazy Song (Official Music Video).wav
Britney Spears,Till The World Ends,1,Songs/Britney Spears - Till The World Ends (Official Video).mp3,Songs/RepeatedPopularChorus/Britney Spears - Till The World Ends (Official Video).wav
Lady Gaga,The Edge Of Glory,1,Songs/Lady Gaga - The Edge Of Glory (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lady Gaga - The Edge Of Glory (Official Music Video).wav
Ke$ha,We R Who We R,1,Songs/Ke$ha - We R Who We R (Official Video).mp3,Songs/RepeatedPopularChorus/Ke$ha - We R Who We R (Official Video).wav
Ke$ha,Blow,1,Songs/Kesha - Blow (Lyrics).mp3,Songs/RepeatedPopularChorus/Kesha - Blow (Lyrics).wav
Rihanna,Only Girl (In The World),1,Songs/Rihanna - Only Girl (In The World) (Official Music Video).mp3,Songs/RepeatedPopularChorus/Rihanna - Only Girl (In The World) (Official Music Video).wav
Britney Spears,I Wanna Go,1,Songs/Britney Spears - I Wanna Go (Official Video).mp3,Songs/RepeatedPopularChorus/Britney Spears - I Wanna Go (Official Video).wav
Chris Brown,Yeah 3X,1,Songs/Chris Brown - Yeah 3x.mp3,Songs/RepeatedPopularChorus/Chris Brown - Yeah 3x.wav
Kanye West,All Of The Lights,1,"Songs/Kanye West - All Of The Lights ft. Rihanna, Kid Cudi.mp3",Songs/RepeatedPopularChorus/Kanye West - All Of The Lights ft.wav
Britney Spears,Hold It Against Me,1,Songs/Britney Spears - Hold It Against Me (Official Video).mp3,Songs/RepeatedPopularChorus/Britney Spears - Hold It Against Me (Official Video).wav
Usher,More,1,"Songs/K_DA - MORE ft. Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine (Official Music Video).mp3",Songs/RepeatedPopularChorus/K_DA - MORE ft.wav
Avril Lavigne,What The Hell,1,Songs/Avril Lavigne - What The Hell(MP3_320K).mp3,Songs/RepeatedPopularChorus/Avril Lavigne - What The Hell(MP3_320K).wav
Lady Gaga,You And I,1,Songs/Katy Perry - You and I (Song TikTok) (Harleys In Hawaii) (Lyrics).mp3,Songs/RepeatedPopularChorus/Katy Perry - You and I (Song TikTok) (Harleys In Hawaii) (Lyrics).wav
Taylor Swift,Back To December,1,Songs/Taylor Swift - Back To December.mp3,Songs/RepeatedPopularChorus/Taylor Swift - Back To December.wav
Katy Perry,Teenage Dream,1,Songs/Katy Perry - Teenage Dream (Official Music Video).mp3,Songs/RepeatedPopularChorus/Katy Perry - Teenage Dream (Official Music Video).wav
Rihanna,Cheers (Drink To That),1,Songs/Rihanna - Cheers (Drink To That).mp3,Songs/RepeatedPopularChorus/Rihanna - Cheers (Drink To That).wav
Drake,Headlines,1,Songs/Drake - Headlines (Explicit).mp3,Songs/RepeatedPopularChorus/Drake - Headlines (Explicit).wav
Beyonce,Best Thing I Never Had,1,Songs/Beyoncé - Best Thing I Never Had (Video).mp3,Songs/RepeatedPopularChorus/Beyoncé - Best Thing I Never Had (Video).wav
Chris Brown,She Ain't You,1,Songs/Chris Brown - She Ain't You (Official Music Video).mp3,Songs/RepeatedPopularChorus/Chris Brown - She Ain't You (Official Music Video).wav
Ke$ha,TiK ToK,1,Songs/Ke$ha - TiK ToK (Official HD Video).mp3,Songs/RepeatedPopularChorus/Ke$ha - TiK ToK (Official HD Video).wav
Lady Gaga,Bad Romance,1,Songs/Lady Gaga - Bad Romance (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lady Gaga - Bad Romance (Official Music Video).wav
Rihanna,Rude Boy,1,Songs/Rihanna - Rude Boy (Official Music Video).mp3,Songs/RepeatedPopularChorus/Rihanna - Rude Boy (Official Music Video).wav
Eminem,Not Afraid,1,Songs/Eminem - Not Afraid (Official Video).mp3,Songs/RepeatedPopularChorus/Eminem - Not Afraid (Official Video).wav
Ke$ha,Your Love Is My Drug,1,Songs/Ke$ha - Your Love Is My Drug (Official Video).mp3,Songs/RepeatedPopularChorus/Ke$ha - Your Love Is My Drug (Official Video).wav
Drake,Find Your Love,1,Songs/Drake - Find Your Love (Official Music Video).mp3,Songs/RepeatedPopularChorus/Drake - Find Your Love (Official Music Video).wav
Lady Gaga,Alejandro,1,Songs/Lady Gaga - Alejandro.mp3,Songs/RepeatedPopularChorus/Lady Gaga - Alejandro.wav
Taylor Swift,Mine,1,Songs/Bazzi – Mine (Lyrics) 🎵.mp3,Songs/RepeatedPopularChorus/Bazzi – Mine (Lyrics) 🎵.wav
Taylor Swift,You Belong With Me,1,Songs/Taylor Swift - You Belong With Me.mp3,Songs/RepeatedPopularChorus/Taylor Swift - You Belong With Me.wav
Ke$ha,Take It Off,1,Songs/Kesha - Take It Off (Lyrics) [Stephen Marcus Bootleg].mp3,Songs/RepeatedPopularChorus/Kesha - Take It Off (Lyrics) [Stephen Marcus Bootleg].wav
Drake,Over,1,Songs/Playboi Carti - Over (Official Audio).mp3,Songs/RepeatedPopularChorus/Playboi Carti - Over (Official Audio).wav
Maroon 5,Misery,1,Songs/Maroon 5 - Misery (Official Music Video).mp3,Songs/RepeatedPopularChorus/Maroon 5 - Misery (Official Music Video).wav
Lady Gaga,Paparazzi,1,Songs/Kim Dracula - Paparazzi (Lyrics).mp3,Songs/RepeatedPopularChorus/Kim Dracula - Paparazzi (Lyrics).wav
Nicki Minaj,Your Love,1,Songs/ATB x Topic x A7S - Your Love (9PM).mp3,Songs/RepeatedPopularChorus/ATB x Topic x A7S - Your Love (9PM).wav
Miley Cyrus,Party In The U.S.A.,1,Songs/Miley Cyrus - Party In The U.S.A. (Official Video).mp3,Songs/RepeatedPopularChorus/Miley Cyrus - Party In The U.wav
Britney Spears,3,1,Songs/Britney Spears - 3 (Official HD Video).mp3,Songs/RepeatedPopularChorus/Britney Spears - 3 (Official HD Video).wav
Alicia Keys,Un-Thinkable (I'm Ready),1,Songs/Alicia Keys - Un-thinkable (I'm Ready) (Official Video).mp3,Songs/RepeatedPopularChorus/Alicia Keys - Un-thinkable (I'm Ready) (Official Video).wav
Usher,There Goes My Baby,1,Songs/Usher - There Goes My Baby (Official Music Video).mp3,Songs/RepeatedPopularChorus/Usher - There Goes My Baby (Official Music Video).wav
Taylor Swift,Today Was A Fairytale,1,Songs/Taylor Swift - Today Was A Fairytale (Taylor's Version) (Lyric Video).mp3,Songs/RepeatedPopularChorus/Taylor Swift - Today Was A Fairytale (Taylor's Version) (Lyric Video).wav
Beyonce,Sweet Dreams,1,"Songs/Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video).mp3","Songs/RepeatedPopularChorus/Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video).wav"
Carrie Underwood,Undo It,1,Songs/Carrie Underwood - Undo It (Official Video).mp3,Songs/RepeatedPopularChorus/Carrie Underwood - Undo It (Official Video).wav
Daughtry,Life After You,1,Songs/Daughtry - Life After You.mp3,Songs/RepeatedPopularChorus/Daughtry - Life After You.wav
Alicia Keys,Try Sleeping With A Broken Heart,1,Songs/Alicia Keys - Try Sleeping with a Broken Heart (Official Video).mp3,Songs/RepeatedPopularChorus/Alicia Keys - Try Sleeping with a Broken Heart (Official Video).wav
Lady Gaga,Poker Face,1,Songs/Lady Gaga - Poker Face (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lady Gaga - Poker Face (Official Music Video).wav
Taylor Swift,Love Story,1,Songs/Taylor Swift - Love Story.mp3,Songs/RepeatedPopularChorus/Taylor Swift - Love Story.wav
Beyonce,Single Ladies (Put A Ring On It),1,Songs/Beyoncé - Single Ladies (Put a Ring on It) (Video Version).mp3,Songs/RepeatedPopularChorus/Beyoncé - Single Ladies (Put a Ring on It) (Video Version).wav
The Fray,You Found Me,1,Songs/The Fray - You Found Me (Official VIdeo).mp3,Songs/RepeatedPopularChorus/The Fray - You Found Me (Official VIdeo).wav
Miley Cyrus,The Climb,1,Songs/Miley Cyrus - The Climb.mp3,Songs/RepeatedPopularChorus/Miley Cyrus - The Climb.wav
Drake,Best I Ever Had,1,Songs/Best I Ever Had.mp3,Songs/RepeatedPopularChorus/Best I Ever Had.wav
Beyonce,Halo,1,Songs/Beyoncé - Halo.mp3,Songs/RepeatedPopularChorus/Beyoncé - Halo.wav
Katy Perry,Hot N Cold,1,Songs/Katy Perry - Hot N Cold (Official).mp3,Songs/RepeatedPopularChorus/Katy Perry - Hot N Cold (Official).wav
Britney Spears,Circus,1,Songs/Circus - Britney Spears (Lyrics) 🎵.mp3,Songs/RepeatedPopularChorus/Circus - Britney Spears (Lyrics) 🎵.wav
Lady Gaga,LoveGame,1,Songs/Lady Gaga - LoveGame (Official Music Video).mp3,Songs/RepeatedPopularChorus/Lady Gaga - LoveGame (Official Music Video).wav
Katy Perry,Waking Up In Vegas,1,Songs/Katy Perry - Waking Up In Vegas (Official).mp3,Songs/RepeatedPopularChorus/Katy Perry - Waking Up In Vegas (Official).wav
P!nk,Sober,1,Songs/Demi Lovato - Sober (Lyrics).mp3,Songs/RepeatedPopularChorus/Demi Lovato - Sober (Lyrics).wav
Britney Spears,Womanizer,1,Songs/Britney Spears - Womanizer (Director's Cut) (Official HD Video).mp3,Songs/RepeatedPopularChorus/Britney Spears - Womanizer (Director's Cut) (Official HD Video).wav
Ne-Yo,Mad,1,Songs/Ne-Yo - Mad (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - Mad (Official Music Video).wav
Kanye West,Love Lockdown,1,Songs/Kanye West - Love Lockdown.mp3,Songs/RepeatedPopularChorus/Kanye West - Love Lockdown.wav
P!nk,So What,1,Songs/P!nk - So What (Official Video).mp3,Songs/RepeatedPopularChorus/P!nk - So What (Official Video).wav
Beyonce,If I Were A Boy,1,Songs/Beyoncé - If I Were A Boy.mp3,Songs/RepeatedPopularChorus/Beyoncé - If I Were A Boy.wav
Nickelback,Gotta Be Somebody,1,Songs/Nickelback - Gotta Be Somebody [OFFICIAL VIDEO].mp3,Songs/RepeatedPopularChorus/Nickelback - Gotta Be Somebody [OFFICIAL VIDEO].wav
P!nk,Please Don't Leave Me,1,Songs/P!nk - Please Don't Leave Me (Official Video).mp3,Songs/RepeatedPopularChorus/P!nk - Please Don't Leave Me (Official Video).wav
Coldplay,Viva La Vida,1,Songs/Coldplay - Viva La Vida (Official Video).mp3,Songs/RepeatedPopularChorus/Coldplay - Viva La Vida (Official Video).wav
Akon,Right Now (Na Na Na),1,Songs/Akon - Right Now (Na Na Na) (Official Video).mp3,Songs/RepeatedPopularChorus/Akon - Right Now (Na Na Na) (Official Video).wav
Ne-Yo,Miss Independent,1,Songs/Ne-Yo - Miss Independent (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - Miss Independent (Official Music Video).wav
Daughtry,No Surprise,1,Songs/Daughtry - No Surprise.mp3,Songs/RepeatedPopularChorus/Daughtry - No Surprise.wav
Nickelback,If Today Was Your Last Day,1,Songs/Nickelback - If Today Was Your Last Day [OFFICIAL VIDEO].mp3,Songs/RepeatedPopularChorus/Nickelback - If Today Was Your Last Day [OFFICIAL VIDEO].wav
Britney Spears,If U Seek Amy,1,Songs/Britney Spears - If U Seek Amy (Official HD Video).mp3,Songs/RepeatedPopularChorus/Britney Spears - If U Seek Amy (Official HD Video).wav
Taylor Swift,White Horse,1,Songs/Taylor Swift - White Horse.mp3,Songs/RepeatedPopularChorus/Taylor Swift - White Horse.wav
Rihanna,Disturbia,1,Songs/Rihanna - Disturbia.mp3,Songs/RepeatedPopularChorus/Rihanna - Disturbia.wav
Beyonce,Diva,1,Songs/Beyoncé - Diva.mp3,Songs/RepeatedPopularChorus/Beyoncé - Diva.wav
Justin Bieber,One Time,1,Songs/Justin Bieber - One Time (Official Music Video).mp3,Songs/RepeatedPopularChorus/Justin Bieber - One Time (Official Music Video).wav
The Fray,Never Say Never,1,Songs/Never Say Never - The Fray _ Lyrics.mp3,Songs/RepeatedPopularChorus/Never Say Never - The Fray _ Lyrics.wav
Leona Lewis,Bleeding Love,1,Songs/Leona Lewis - Bleeding Love (US Version - Official Video).mp3,Songs/RepeatedPopularChorus/Leona Lewis - Bleeding Love (US Version - Official Video).wav
Alicia Keys,No One,1,Songs/Alicia Keys - No One (Official Music Video).mp3,Songs/RepeatedPopularChorus/Alicia Keys - No One (Official Music Video).wav
Chris Brown,With You,1,Songs/Chris Brown - With You (Official Video).mp3,Songs/RepeatedPopularChorus/Chris Brown - With You (Official Video).wav
Chris Brown,Forever,1,Songs/Chris Brown - Forever (Official HD Video).mp3,Songs/RepeatedPopularChorus/Chris Brown - Forever (Official HD Video).wav
Rihanna,Take A Bow,1,Songs/Rihanna - Take A Bow (Official Music Video).mp3,Songs/RepeatedPopularChorus/Rihanna - Take A Bow (Official Music Video).wav
Katy Perry,I Kissed A Girl,1,Songs/Katy Perry - I Kissed A Girl (Official).mp3,Songs/RepeatedPopularChorus/Katy Perry - I Kissed A Girl (Official).wav
Rihanna,Don't Stop The Music,1,Songs/Don't Stop The Music - Rihanna (Lyrics) 🎵.mp3,Songs/RepeatedPopularChorus/Don't Stop The Music - Rihanna (Lyrics) 🎵.wav
Ne-Yo,Closer,1,Songs/Ne-Yo - Closer (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - Closer (Official Music Video).wav
Fergie,Clumsy,1,Songs/Fergie - Clumsy (Official Music Video).mp3,Songs/RepeatedPopularChorus/Fergie - Clumsy (Official Music Video).wav
Miley Cyrus,See You Again,1,Songs/See You Again.mp3,Songs/RepeatedPopularChorus/See You Again.wav
Taylor Swift,Our Song,1,Songs/Taylor Swift - Our Song.mp3,Songs/RepeatedPopularChorus/Taylor Swift - Our Song.wav
Lil Wayne,A Milli,1,Songs/A Milli.mp3,Songs/RepeatedPopularChorus/A Milli.wav
Alicia Keys,Like You'll Never See Me Again,1,Songs/Alicia Keys - Like You'll Never See Me Again (Official Video).mp3,Songs/RepeatedPopularChorus/Alicia Keys - Like You'll Never See Me Again (Official Video).wav
Taylor Swift,Teardrops On My Guitar,1,Songs/Taylor Swift - Teardrops On My Guitar.mp3,Songs/RepeatedPopularChorus/Taylor Swift - Teardrops On My Guitar.wav
Leona Lewis,Better In Time,1,Songs/Leona Lewis - Better in Time (Official Video).mp3,Songs/RepeatedPopularChorus/Leona Lewis - Better in Time (Official Video).wav
Jonas Brothers,Burnin' Up,1,Songs/Jonas Brothers - Burnin' Up (Official Music Video).mp3,Songs/RepeatedPopularChorus/Jonas Brothers - Burnin' Up (Official Music Video).wav
Fergie,Big Girls Don't Cry,1,Songs/Fergie - Big Girls Don't Cry (Personal) (Official Music Video).mp3,Songs/RepeatedPopularChorus/Fergie - Big Girls Don't Cry (Personal) (Official Music Video).wav
Britney Spears,Piece Of Me,1,Songs/Britney Spears - Piece Of Me.mp3,Songs/RepeatedPopularChorus/Britney Spears - Piece Of Me.wav
Miley Cyrus,7 Things,1,Songs/Miley Cyrus - 7 Things (Official Video).mp3,Songs/RepeatedPopularChorus/Miley Cyrus - 7 Things (Official Video).wav
Daughtry,Feels Like Tonight,1,Songs/Daughtry - Feels Like Tonight (Official Music Video).mp3,Songs/RepeatedPopularChorus/Daughtry - Feels Like Tonight (Official Music Video).wav
Beyonce,Irreplaceable,1,Songs/Beyoncé - Irreplaceable.mp3,Songs/RepeatedPopularChorus/Beyoncé - Irreplaceable.wav
Carrie Underwood,Before He Cheats,1,Songs/Carrie Underwood - Before He Cheats (Official Video).mp3,Songs/RepeatedPopularChorus/Carrie Underwood - Before He Cheats (Official Video).wav
Akon,Don't Matter,1,Songs/Akon - Don't Matter (Official Music Video).mp3,Songs/RepeatedPopularChorus/Akon - Don't Matter (Official Music Video).wav
Avril Lavigne,Girlfriend,1,Songs/Avril Lavigne - Girlfriend.mp3,Songs/RepeatedPopularChorus/Avril Lavigne - Girlfriend.wav
Maroon 5,Makes Me Wonder,1,Songs/Maroon 5 - Makes Me Wonder (Official Music Video).mp3,Songs/RepeatedPopularChorus/Maroon 5 - Makes Me Wonder (Official Music Video).wav
Daughtry,It's Not Over,1,Songs/Daughtry - It's Not Over (Official Music Video).mp3,Songs/RepeatedPopularChorus/Daughtry - It's Not Over (Official Music Video).wav
Fergie,Fergalicious,1,Songs/Fergie - Fergalicious (Official Music Video).mp3,Songs/RepeatedPopularChorus/Fergie - Fergalicious (Official Music Video).wav
Justin Timberlake,What Goes Around...Comes Around,1,Songs/What Goes Around...Comes Around (Official Video).mp3,Songs/RepeatedPopularChorus/What Goes Around.wav
The Fray,How To Save A Life,1,Songs/The Fray - How to Save a Life (Official Video).mp3,Songs/RepeatedPopularChorus/The Fray - How to Save a Life (Official Video).wav
Daughtry,Home,1,Songs/Daughtry - Home (Official Video).mp3,Songs/RepeatedPopularChorus/Daughtry - Home (Official Video).wav
Kanye West,Stronger,1,Songs/Kanye West - Stronger.mp3,Songs/RepeatedPopularChorus/Kanye West - Stronger.wav
P!nk,U + Ur Hand,1,Songs/P!NK - U + Ur Hand.mp3,Songs/RepeatedPopularChorus/P!NK - U + Ur Hand.wav
Nickelback,Rockstar,1,Songs/Nickelback - Rockstar [OFFICIAL VIDEO].mp3,Songs/RepeatedPopularChorus/Nickelback - Rockstar [OFFICIAL VIDEO].wav
Justin Timberlake,Summer Love,1,Songs/Summer Love.mp3,Songs/RepeatedPopularChorus/Summer Love.wav
Nickelback,If Everyone Cared,1,Songs/Nickelback - If Everyone Cared [OFFICIAL VIDEO].mp3,Songs/RepeatedPopularChorus/Nickelback - If Everyone Cared [OFFICIAL VIDEO].wav
Ne-Yo,Because Of You,1,Songs/Ne-Yo - Because Of You (Official Music Video).mp3,Songs/RepeatedPopularChorus/Ne-Yo - Because Of You (Official Music Video).wav
Justin Timberlake,SexyBack,1,Songs/Justin Timberlake - SexyBack (Official Video) ft. Timbaland.mp3,Songs/RepeatedPopularChorus/Justin Timberlake - SexyBack (Official Video) ft.wav
